"Title","ID","Created date","Updated date","Owner","Interest","User ID","Member","Distributed Content","Type"
,"0acc5ec2-1717-4f71-93a3-c5d677aedff8",2022-01-12T05:13:53Z,2022-01-12T05:13:53Z,"1259054f-d554-4275-8e25-c7abc9ec84b2","Class Assignment","1259054f-d554-4275-8e25-c7abc9ec84b2","187964ab-d928-45b1-a527-b5b25cadef04","0133e91b-1cc4-48c7-88de-a2823e3c4c6b","Instructor Material"
,"0afac27a-e8b5-47df-b914-be36f083b34b",2022-01-10T20:21:42Z,2022-01-10T20:21:42Z,"dd9df7a3-299d-488b-9195-2a8d2c924f66","Class Assignment","dd9df7a3-299d-488b-9195-2a8d2c924f66","f459bd1e-5b52-4edf-83eb-320e11fb5155","1506d067-13e4-40f2-8ba0-5e0fabc9741b","Instructor Material"
,"0b044421-7635-4d67-a452-50f98562c852",2022-01-10T13:46:05Z,2022-01-10T13:46:05Z,"547c8759-3ba0-48de-b214-e81e67a3c36f","Class Assignment","547c8759-3ba0-48de-b214-e81e67a3c36f","29dc7546-3e46-45d8-9b49-7e248061bde5","57ee8a4f-8ea6-4144-a94a-950ef1ea0d01","Instructor Material"
,"0b143b25-1065-4f9c-b92b-a24239ff3ef4",2021-10-18T06:25:00Z,2021-10-18T06:25:00Z,"bc7ef1d1-e0bc-41a1-a34f-3ebad6eba3ea","Personal Use","bc7ef1d1-e0bc-41a1-a34f-3ebad6eba3ea","c517be86-45c7-472b-b658-ccae1c7435aa","95e5a1ae-5b9f-4d10-b1de-47fe89920fc1","Student Material"
,"0ba6323e-8193-4ed8-8cda-c8bdcac8c2fd",2022-01-10T21:21:51Z,2022-01-10T21:21:51Z,"ea8753a3-47ce-4c1b-9aba-310f6e0f7e2d","Class Assignment","ea8753a3-47ce-4c1b-9aba-310f6e0f7e2d","91816d06-82af-4c8a-a161-91b064e51e5e","57ee8a4f-8ea6-4144-a94a-950ef1ea0d01","Instructor Material"
,"0ba6d93c-642e-4525-9b77-98c27682b4e9",2021-10-13T13:59:08Z,2021-10-13T13:59:08Z,"f5aa56a6-d09b-475c-abf1-f5f7375748a2","Personal Use","f5aa56a6-d09b-475c-abf1-f5f7375748a2","d241c06d-dbec-4e9d-a18e-d82c0586f142","d85061c4-5551-4f2b-8343-4418677dbbf6","Instructor Material"
,"0bc367b6-fe82-42c8-9e32-99bcf93f6fd2",2022-01-19T22:29:11Z,2022-01-19T22:29:11Z,"cbf9366f-c008-4467-a0b1-a64d2c9bc27e","Class Assignment","cbf9366f-c008-4467-a0b1-a64d2c9bc27e","1530be8f-25df-42e3-9d99-7fca7cf15301","95e5a1ae-5b9f-4d10-b1de-47fe89920fc1","Instructor Material"
,"0bdf1bb0-ee5a-459c-966d-d744abbd73ab",2022-01-13T16:54:00Z,2022-01-13T16:54:00Z,"367753fa-1150-4464-867d-c411f4780d97","Class Assignment","367753fa-1150-4464-867d-c411f4780d97","f20333e3-85d3-4309-9c3e-41460796862d","57ee8a4f-8ea6-4144-a94a-950ef1ea0d01","Instructor Material"
,"0c477477-db32-4fce-a303-bb9cc92e9fe9",2022-01-11T18:21:20Z,2022-01-11T18:21:20Z,"b6047405-649b-4381-9b1f-37a3b77a0ff2","Personal Use","b6047405-649b-4381-9b1f-37a3b77a0ff2","7e814246-42b9-4cf1-96a9-2115e52e39e0","95e5a1ae-5b9f-4d10-b1de-47fe89920fc1","Student Material"
,"0c7f693c-1bdb-43fb-9ecf-195c2e693129",2022-01-04T23:52:22Z,2022-01-04T23:52:22Z,"5228ed42-9613-4d65-a5e3-76dc6bc049ad","Class Assignment","5228ed42-9613-4d65-a5e3-76dc6bc049ad","6a509ebb-5f4b-4eb6-86e5-acccf1795f0f","57ee8a4f-8ea6-4144-a94a-950ef1ea0d01","Instructor Material"
,"0c912d02-baae-4655-8e1b-a690faa39410",2022-01-10T20:24:17Z,2022-01-10T20:24:17Z,"dd9df7a3-299d-488b-9195-2a8d2c924f66","Class Assignment","dd9df7a3-299d-488b-9195-2a8d2c924f66","f459bd1e-5b52-4edf-83eb-320e11fb5155","1506d067-13e4-40f2-8ba0-5e0fabc9741b","Instructor Material"
,"0d16c8ee-3293-47ef-b03a-5847360383da",2021-11-18T19:58:43Z,2021-11-18T19:58:43Z,"3ef9dfed-7da9-4ea6-9612-fd6bcd217507","Class Assignment","3ef9dfed-7da9-4ea6-9612-fd6bcd217507","899e7980-8364-4e85-ae8d-d1f7788eb015","2119eba5-f949-4e72-887c-0e9af2de5cca","Instructor Material"
,"0d2049b6-2445-49a2-a996-4d86445d085e",2021-12-07T14:52:24Z,2021-12-07T14:52:24Z,"705ffd88-b450-4ee4-abcd-edba9ee1af81","Class Assignment","705ffd88-b450-4ee4-abcd-edba9ee1af81","ea1ce314-8c97-4bc6-ba06-05fd4796f5ba","97ef41ca-829f-43ed-b7c2-ff6301bb28e8","Instructor Material"
,"0db5ada5-acf6-49c3-b565-3a3e7c093ec4",2021-10-13T14:05:39Z,2021-10-13T14:05:39Z,"3d65e9ce-66f3-4538-9993-887b7bcddf24","Class Assignment","3d65e9ce-66f3-4538-9993-887b7bcddf24","ad60c031-007a-4756-92a3-59e9b54ed92f","d85061c4-5551-4f2b-8343-4418677dbbf6","Instructor Material"
,"0df331c8-fd39-430b-a39b-5bb18954fbae",2021-10-14T13:41:05Z,2021-10-14T13:41:05Z,"ba511863-8b71-484b-a97f-8e307ed9cea5","Class Assignment","ba511863-8b71-484b-a97f-8e307ed9cea5","fb8b8034-e514-4fca-8085-69d7175f43b3","d85061c4-5551-4f2b-8343-4418677dbbf6","Instructor Material"
,"0e2ea243-c4a1-483c-b116-700c7dd4bc12",2021-10-11T20:54:49Z,2021-10-11T20:54:49Z,"986b9884-d188-42b9-b965-e750183a0498","Class Assignment","986b9884-d188-42b9-b965-e750183a0498","bbcd0abf-8130-4445-ace9-2d354e2885e6","be18d2b5-acd5-43db-8751-f9c102a20a7a","Instructor Material"
